20,2624,202,175,107,68,46,21,8,16,2,1,1,3,1,1,0,1,1,27
2,230,19,16,7,32,3,1,0,0,0,0,0,0,0,0,0,1,1,1
3,83,2,3,4,7,1,1,1,2,0,0,1,0,0,0,0,0,0,1
1,28,3,2,4,3,1,2,1,1,0,0,0,1,1,0,0,0,0,0
4,22,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,18,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1,15,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,17,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3,11,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1
0,8,2,1,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,4
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7
1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
3,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,24
1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26
0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30
0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52
0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60
85,93,0,0,0,0,0,0,0,1,0,0,0,5,3,11,11,8,10,305
