19,4883,157,98,55,37,24,14,16,15,11,12,7,11,12,11,12,7,4,584
15,239,10,9,6,9,3,2,1,0,1,3,0,0,0,0,0,1,0,4
4,75,3,3,4,2,1,3,0,0,0,1,0,0,0,0,0,0,0,1
10,41,5,3,6,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0
4,30,1,1,4,1,5,2,1,1,0,1,0,0,0,0,0,1,0,2
4,17,2,0,1,3,2,0,0,2,1,2,0,0,0,0,0,0,0,0
4,20,1,2,1,2,1,1,1,4,0,1,1,2,0,0,0,0,1,2
2,18,0,1,2,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0
2,14,0,0,1,0,0,0,0,0,4,0,2,0,1,1,1,0,0,1
0,14,2,0,3,0,0,0,3,0,0,0,0,3,0,1,0,0,0,1
4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2
1,4,0,0,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0
1,4,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,7,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2
1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
58,130,5,0,1,1,0,1,0,2,1,0,1,1,1,0,0,0,1,1
