18,1868,124,56,25,14,7,4,5,7,8,0,0,2,0,1,1,0,1,9
19,165,8,5,2,17,2,3,0,2,1,0,0,0,0,0,0,0,0,0
10,49,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,38,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,13,0,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
1,20,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,12,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0
2,11,2,0,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0
1,10,0,0,3,0,0,1,0,2,0,0,0,0,0,1,1,0,0,3
0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39
0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,54
2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55
46,54,2,2,0,0,0,1,1,0,1,0,1,3,2,6,4,7,9,289
