30,3579,135,71,46,29,35,20,32,87,1667,7,7,5,7,9,11,30,9,90
11,203,7,12,8,11,2,4,1,0,2,0,2,0,0,0,1,1,0,7
7,46,4,1,5,3,0,1,2,1,0,1,0,0,0,0,0,1,0,3
8,31,2,3,1,3,0,1,1,0,2,0,1,0,0,0,0,0,0,1
7,31,1,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2,24,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
0,24,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,9,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,109,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
