58,9647,322,290,183,140,72,79,84,55,56,36,30,33,21,25,15,20,51,555
34,283,39,6,9,4,4,9,1,8,0,0,3,3,2,4,1,1,4,63
18,102,13,5,2,2,1,14,9,1,4,1,1,4,0,0,2,1,1,20
18,90,3,5,4,0,2,4,1,0,2,3,2,0,4,0,1,1,0,18
12,62,8,5,4,0,4,0,1,0,1,0,1,0,0,1,0,0,0,9
18,59,2,1,2,7,3,3,0,0,2,1,0,1,1,1,0,1,0,13
12,67,2,3,2,4,1,2,1,0,2,1,1,1,2,2,0,2,1,15
4,39,2,1,1,4,3,1,0,1,2,1,2,1,1,1,0,1,3,12
8,30,1,2,0,2,0,1,1,1,0,2,1,2,1,1,2,0,0,16
11,31,3,3,3,0,1,2,0,0,0,1,2,0,0,1,0,0,0,11
2,15,0,0,2,2,0,1,0,2,3,2,0,0,0,0,0,1,0,7
5,14,1,0,0,2,3,0,1,1,0,0,1,1,1,0,0,0,1,4
2,17,2,0,0,2,0,0,0,1,2,1,0,2,0,0,0,0,1,2
6,15,0,4,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,3
3,7,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
3,6,0,0,0,0,2,1,0,0,0,2,1,0,1,0,0,0,0,1
6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2
3,5,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3
4,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
146,234,7,1,3,30,7,15,10,16,15,13,25,12,13,14,7,11,7,230
