10,5467,241,177,118,86,29,19,8,2,2,0,0,0,1,1,1,0,1,510
8,249,1,4,1,2,3,0,1,1,1,1,0,1,0,0,0,0,0,56
4,42,1,1,1,0,1,2,2,1,0,0,0,0,0,0,0,1,0,5
3,23,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
1,28,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1,20,1,2,0,0,1,1,1,0,1,1,2,0,0,0,1,0,0,1
5,15,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,16,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0
2,7,0,2,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
3,19,1,0,0,0,0,1,0,0,1,3,0,2,1,0,0,0,2,0
0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,68,2,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,3
