216,18813,411,241,137,96,67,72,65,49,532,24,27,28,27,19,17,18,15,167
25,408,27,98,60,61,29,27,20,12,6,6,0,1,2,1,0,2,3,28
34,299,113,7,2,5,2,0,2,1,3,1,0,2,2,2,1,0,0,10
29,99,2,2,2,1,1,1,6,3,2,0,2,1,0,4,0,0,1,6
22,85,1,2,2,2,7,12,4,4,3,2,3,1,0,1,1,1,0,7
21,68,0,1,2,2,5,6,2,5,1,1,1,1,2,2,0,1,1,7
4,50,0,0,1,4,3,2,4,3,0,0,0,0,0,0,1,0,1,4
8,59,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2,42,0,1,2,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0
5,44,1,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2,15,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5
5,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,13
160,284,2,1,2,2,0,1,0,2,2,1,1,2,3,5,3,3,5,91
