True	True	1	1	300	1	0.02854919	0.03801985882781178	2017	1
True	True	1	1	300	1	0.03725201	0.020201705001668735	2017	2
True	True	1	1	300	1	0.049215138	0.012465569178006675	2017	3
True	True	1	1	300	1	0.0044260286	0.09174797984461769	2017	4
True	True	1	1	300	1	0.007345531	-0.11630939481760194	2017	5
True	True	1	1	300	1	-0.038186274	-0.11597642445981649	2017	6
True	True	1	1	300	1	-0.038522974	0.0105507297999905	2017	7
True	True	1	1	300	1	0.002038462	0.009182498030318342	2017	8
True	True	1	1	300	1	-0.010857487	-0.015632989219412252	2017	9
True	True	1	1	300	1	0.01910127	0.006030592400630752	2017	10
True	True	1	1	300	1	-0.016517969	-0.15357612591940306	2017	11
True	True	1	1	300	1	-0.0148789985	0.03401623877653659	2017	12
True	True	1	1	300	1	-0.019211553	0.028597055987704678	2017	13
True	True	1	1	300	1	0.012274445	-0.009095614640949101	2017	14
True	True	1	1	300	1	0.046913967	0.0046067866928449774	2017	15
True	True	1	1	300	1	0.0143125495	0.009487691277866084	2017	16
True	True	1	1	300	1	-0.0074870423	0.08558811939843292	2017	17
True	True	1	1	300	1	-0.0075983917	-0.022587196062053394	2017	18
True	True	1	1	300	1	-0.004809212	0.015452511683520243	2017	19
True	True	1	1	300	1	-0.028152555	-0.007152306925311436	2017	20
True	True	1	1	300	1	0.0011680843	0.03134450670543121	2017	21
True	True	1	1	300	1	0.025862964	0.005765891097391673	2017	22
True	True	1	1	300	1	-0.070377044	-0.013754147686497298	2017	23
True	True	1	1	300	1	-0.024835486	-0.030074444261519062	2017	24
True	True	1	1	300	1	0.016524684	0.009506971411393117	2017	25
True	True	1	1	300	1	-0.00042729825	0.023204538811333997	2017	26
True	True	1	1	300	1	0.030916084	0.0037738774979940715	2017	27
True	True	1	1	300	1	0.0643963	0.0018707451454416102	2017	28
True	True	1	1	300	1	-0.0028022593	-0.006803637392071238	2017	29
True	True	1	1	300	1	-0.007319797	0.006760171415057137	2017	30
True	True	1	1	300	1	0.05677245	0.05025661447519969	2017	31
True	True	1	1	300	1	-0.033164702	0.020133466440364955	2017	32
True	True	1	1	300	1	-0.014323397	0.020490507090258347	2017	33
True	True	1	1	300	1	-0.03922146	0.010188152689191377	2017	34
True	True	1	1	300	1	0.0010800813	0.01514826018855775	2017	35
True	True	1	1	300	1	0.05013044	-0.01920318430176593	2017	36
True	True	1	1	300	1	0.038109515	0.010419009194218454	2017	37
True	True	1	1	300	1	-0.052311555	0.02689423822118897	2017	38
True	True	1	1	300	1	-0.010361431	0.0017086881435508516	2017	39
True	True	1	1	300	1	0.019919187	-0.06402648350110063	2017	40
True	True	1	1	300	1	0.003829536	0.004167450520287552	2017	41
True	True	1	1	300	1	-0.03739649	0.016894385087598884	2017	42
True	True	1	1	300	1	0.052183382	-0.010440450942398094	2017	43
True	True	1	1	300	1	0.037345257	-0.002654820054848628	2017	44
True	True	1	1	300	1	0.017622508	0.012352420894992555	2017	45
True	True	1	1	300	1	0.045126565	-0.0001288168177095983	2017	46
True	True	1	1	300	1	0.030194093	0.02443347859924394	2017	47
True	True	1	1	300	1	0.015005198	0.018245044240390307	2017	48
True	True	1	1	300	1	0.10342026	0.005010595224870684	2017	49
True	True	1	1	300	1	-0.037362352	-0.005295503628746978	2017	50
